area,quartos,banheiros,vagas,idade,bairro,preco,anuncio
87.0,1,2,0,24,Centro,406000.0,"Apartamento de 87m2 no bairro Centro, com 1 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 24 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
101.0,3,2,1,34,Bom Pastor,655000.0,"Apartamento de 101m2 no bairro Bom Pastor, com 3 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Proximo a uma casa de eventos, regiao movimentada a noite."
105.0,3,1,0,27,Centro,442000.0,"Apartamento de 105m2 no bairro Centro, com 3 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 27 anos. Recem reformado, tudo novo. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Fica de frente para uma avenida de trafego intenso."
82.0,4,3,3,5,Cascatinha,793000.0,"Casa de 82m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
34.0,2,3,1,5,Granbery,311000.0,"Apartamento de 34m2 no bairro Granbery, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. Vista para os fundos do quarteirao. Fica de frente para uma avenida de trafego intenso."
106.0,1,3,3,35,Sao Mateus,584000.0,"Casa de 106m2 no bairro Sao Mateus, com 1 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
155.0,2,1,0,7,Cascatinha,1285000.0,"Apartamento de 155m2 no bairro Cascatinha, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 7 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
41.0,4,1,0,42,Sao Mateus,280000.0,"Apartamento de 41m2 no bairro Sao Mateus, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 42 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
125.0,3,3,2,4,Bom Pastor,713000.0,"Apartamento de 125m2 no bairro Bom Pastor, com 3 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 4 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Proximo a uma casa de eventos, regiao movimentada a noite."
84.0,3,2,2,32,Cascatinha,707000.0,"Apartamento de 84m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 32 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
93.0,2,3,3,43,Santa Luzia,422000.0,"Casa de 93m2 no bairro Santa Luzia, com 2 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
58.0,1,2,3,19,Granbery,507000.0,"Casa de 58m2 no bairro Granbery, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 19 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
83.0,4,2,3,2,Santa Luzia,353000.0,"Casa de 83m2 no bairro Santa Luzia, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 2 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
141.0,4,2,2,39,Bom Pastor,919000.0,"Apartamento de 141m2 no bairro Bom Pastor, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Imovel no estado original, precisa de uma atualizacao. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
115.0,4,3,1,8,Centro,711000.0,"Apartamento de 115m2 no bairro Centro, com 4 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 8 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
156.0,4,2,1,23,Sao Mateus,949000.0,"Apartamento de 156m2 no bairro Sao Mateus, com 4 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 23 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. As janelas dao para o predio vizinho. Proximo a uma casa de eventos, regiao movimentada a noite."
136.0,2,3,0,44,Granbery,908000.0,"Apartamento de 136m2 no bairro Granbery, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Proximo a uma casa de eventos, regiao movimentada a noite."
110.0,2,1,1,33,Granbery,896000.0,"Apartamento de 110m2 no bairro Granbery, com 2 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
156.0,1,2,1,2,Santa Luzia,598000.0,"Apartamento de 156m2 no bairro Santa Luzia, com 1 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 2 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
110.0,4,3,0,36,Cascatinha,1034000.0,"Apartamento de 110m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 36 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
124.0,3,3,0,7,Sao Mateus,891000.0,"Apartamento de 124m2 no bairro Sao Mateus, com 3 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 7 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
85.0,2,3,2,33,Granbery,719000.0,"Apartamento de 85m2 no bairro Granbery, com 2 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
97.0,4,1,1,27,Bom Pastor,745000.0,"Apartamento de 97m2 no bairro Bom Pastor, com 4 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 27 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
71.0,3,3,3,12,Sao Mateus,674000.0,"Casa de 71m2 no bairro Sao Mateus, com 3 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 12 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
130.0,4,3,1,19,Santa Luzia,585000.0,"Apartamento de 130m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 19 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
54.0,4,3,3,5,Santa Luzia,326000.0,"Casa de 54m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
122.0,1,1,2,44,Cascatinha,942000.0,"Apartamento de 122m2 no bairro Cascatinha, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
88.0,2,3,0,10,Granbery,829000.0,"Apartamento de 88m2 no bairro Granbery, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 10 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
136.0,3,3,0,13,Centro,648000.0,"Apartamento de 136m2 no bairro Centro, com 3 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 13 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Fica sobre um comercio bem movimentado."
121.0,4,3,2,22,Sao Mateus,837000.0,"Apartamento de 121m2 no bairro Sao Mateus, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 22 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Fica sobre um comercio bem movimentado."
159.0,1,1,2,30,Centro,716000.0,"Apartamento de 159m2 no bairro Centro, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Imovel no estado original, precisa de uma atualizacao. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
121.0,2,3,1,22,Bom Pastor,840000.0,"Apartamento de 121m2 no bairro Bom Pastor, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 22 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
40.0,3,1,2,22,Santa Luzia,158000.0,"Apartamento de 40m2 no bairro Santa Luzia, com 3 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 22 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Proximo a uma casa de eventos, regiao movimentada a noite."
93.0,4,2,3,26,Granbery,670000.0,"Casa de 93m2 no bairro Granbery, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 26 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Andar alto, sem predios na frente, muito sol pela manha. Fica de frente para uma avenida de trafego intenso."
54.0,1,2,1,38,Santa Luzia,153000.0,"Apartamento de 54m2 no bairro Santa Luzia, com 1 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 38 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
77.0,3,2,0,17,Centro,386000.0,"Apartamento de 77m2 no bairro Centro, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 17 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
148.0,2,3,1,37,Cascatinha,1158000.0,"Apartamento de 148m2 no bairro Cascatinha, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 37 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Fica sobre um comercio bem movimentado."
117.0,1,1,3,35,Centro,484000.0,"Casa de 117m2 no bairro Centro, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista livre e desimpedida para a serra. Fica sobre um comercio bem movimentado."
71.0,3,2,3,43,Bom Pastor,513000.0,"Casa de 71m2 no bairro Bom Pastor, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
60.0,2,2,3,41,Bom Pastor,477000.0,"Casa de 60m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 41 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
96.0,3,2,3,35,Granbery,830000.0,"Casa de 96m2 no bairro Granbery, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
52.0,2,1,0,11,Cascatinha,470000.0,"Apartamento de 52m2 no bairro Cascatinha, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 11 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
72.0,4,1,1,34,Sao Mateus,541000.0,"Apartamento de 72m2 no bairro Sao Mateus, com 4 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 34 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
106.0,1,1,0,33,Centro,444000.0,"Apartamento de 106m2 no bairro Centro, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 33 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
135.0,4,2,0,13,Cascatinha,1088000.0,"Apartamento de 135m2 no bairro Cascatinha, com 4 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 13 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
116.0,1,2,3,30,Cascatinha,1268000.0,"Casa de 116m2 no bairro Cascatinha, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
30.0,3,2,3,11,Bom Pastor,352000.0,"Casa de 30m2 no bairro Bom Pastor, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
106.0,2,2,0,23,Bom Pastor,732000.0,"Apartamento de 106m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 23 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
98.0,2,1,2,35,Centro,512000.0,"Apartamento de 98m2 no bairro Centro, com 2 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
109.0,1,1,2,8,Sao Mateus,912000.0,"Apartamento de 109m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 8 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
152.0,3,2,0,15,Santa Luzia,674000.0,"Apartamento de 152m2 no bairro Santa Luzia, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 15 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
30.0,1,3,3,35,Cascatinha,326000.0,"Casa de 30m2 no bairro Cascatinha, com 1 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
74.0,3,1,3,20,Centro,383000.0,"Casa de 74m2 no bairro Centro, com 3 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 20 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
116.0,3,3,2,43,Granbery,856000.0,"Apartamento de 116m2 no bairro Granbery, com 3 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
40.0,4,2,2,0,Bom Pastor,397000.0,"Apartamento de 40m2 no bairro Bom Pastor, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 0 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
147.0,3,1,1,32,Santa Luzia,500000.0,"Apartamento de 147m2 no bairro Santa Luzia, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 32 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Fica sobre um comercio bem movimentado."
108.0,2,2,3,36,Sao Mateus,623000.0,"Casa de 108m2 no bairro Sao Mateus, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 36 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Proximo a uma casa de eventos, regiao movimentada a noite."
125.0,3,1,1,41,Granbery,1141000.0,"Apartamento de 125m2 no bairro Granbery, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 41 anos. Recem reformado, tudo novo. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
75.0,4,1,3,7,Centro,467000.0,"Casa de 75m2 no bairro Centro, com 4 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
123.0,2,2,0,44,Cascatinha,1133000.0,"Apartamento de 123m2 no bairro Cascatinha, com 2 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 44 anos. Passou por reforma completa no ano passado. Entregue sem moveis. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
132.0,1,2,0,17,Bom Pastor,942000.0,"Apartamento de 132m2 no bairro Bom Pastor, com 1 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 17 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
103.0,4,3,3,15,Granbery,764000.0,"Casa de 103m2 no bairro Granbery, com 4 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 15 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Fica de frente para uma avenida de trafego intenso."
103.0,1,1,1,15,Sao Mateus,850000.0,"Apartamento de 103m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 15 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
104.0,3,3,1,28,Santa Luzia,466000.0,"Apartamento de 104m2 no bairro Santa Luzia, com 3 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 28 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
65.0,1,1,3,29,Sao Mateus,448000.0,"Casa de 65m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 29 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
90.0,1,1,0,21,Centro,377000.0,"Apartamento de 90m2 no bairro Centro, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 21 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
90.0,4,3,2,3,Cascatinha,1025000.0,"Apartamento de 90m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Fica de frente para uma avenida de trafego intenso."
108.0,1,3,1,44,Granbery,847000.0,"Apartamento de 108m2 no bairro Granbery, com 1 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
130.0,3,2,0,9,Bom Pastor,716000.0,"Apartamento de 130m2 no bairro Bom Pastor, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 9 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Fica sobre um comercio bem movimentado."
58.0,3,1,3,4,Cascatinha,623000.0,"Casa de 58m2 no bairro Cascatinha, com 3 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 4 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
91.0,1,1,0,26,Sao Mateus,576000.0,"Apartamento de 91m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 26 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
147.0,1,2,0,18,Centro,540000.0,"Apartamento de 147m2 no bairro Centro, com 1 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 18 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Fica de frente para uma avenida de trafego intenso."
69.0,4,2,2,27,Sao Mateus,499000.0,"Apartamento de 69m2 no bairro Sao Mateus, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 27 anos. Passou por reforma completa no ano passado. Entregue sem moveis. As janelas dao para o predio vizinho. Proximo a uma casa de eventos, regiao movimentada a noite."
66.0,3,3,3,39,Centro,371000.0,"Casa de 66m2 no bairro Centro, com 3 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Fica sobre um comercio bem movimentado."
102.0,1,1,0,4,Sao Mateus,730000.0,"Apartamento de 102m2 no bairro Sao Mateus, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 4 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
125.0,4,1,2,12,Bom Pastor,713000.0,"Apartamento de 125m2 no bairro Bom Pastor, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 12 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
95.0,2,3,2,23,Centro,416000.0,"Apartamento de 95m2 no bairro Centro, com 2 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 23 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
142.0,1,1,3,35,Centro,724000.0,"Casa de 142m2 no bairro Centro, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
125.0,4,1,0,27,Santa Luzia,553000.0,"Apartamento de 125m2 no bairro Santa Luzia, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 27 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
124.0,1,2,3,17,Sao Mateus,1113000.0,"Casa de 124m2 no bairro Sao Mateus, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 17 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
114.0,3,2,2,27,Cascatinha,1051000.0,"Apartamento de 114m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 27 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
176.0,4,2,3,44,Centro,865000.0,"Casa de 176m2 no bairro Centro, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Recem reformado, tudo novo. Entregue sem moveis. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
